,author,published_at,updated_at,like_count,text
405,Alexis Melendez,2021-08-23T00:27:01Z,2021-08-23T00:27:01Z,1,I love that intro man!!! Caught my laughing my ass off!😂😂😂❤️👌
406,aiman hakim,2021-08-21T18:21:26Z,2021-08-21T18:21:26Z,0,work.exe be like
407,vishan singh,2021-08-20T11:29:10Z,2021-08-20T11:29:10Z,0,kitna milk karega rey he is not the first nor is he the last xD
408,DroNNI,2021-08-20T01:29:40Z,2021-08-20T01:29:40Z,0,CHAOS
409,Pix Eclipse,2021-08-19T12:00:42Z,2021-08-19T12:00:42Z,1,Pro tip : use hacks
410,MR. ARCOTHERIUM,2021-08-19T00:38:12Z,2021-08-19T00:38:12Z,0,I feel sorry for the team
411,FRK YT,2021-08-18T13:36:20Z,2021-08-18T13:36:20Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=1m04s"">1:04</a> 🤣🤣🤣🤣🤣😭😂😂😂"
412,CYBERSTEVE9 AT GMAIL. COM,2021-08-18T11:56:31Z,2021-08-18T11:56:31Z,0,"I&#39;m so impressed with hacker Steve skills so much Amazing and legit he&#39;s really great in hacking cheating spouse, Whatsapp, WeChat, Instagram, Facebook without partner suspicious. He put lights in my darkest relationship you can talk to him 💯 he&#39;s capable to help you solve what bothering you in your relationship text him on Cybersteve9@<a href=""http://gmail.com/"">gmail.com</a>, Whatsapp on +1(412) 229-7649......."
413,CYBERSTEVE9 AT GMAIL. COM,2021-08-18T11:53:39Z,2021-08-18T11:53:39Z,0,"I&#39;m so impressed with hacker Steve skills so much Amazing and legit he&#39;s really great in hacking cheating spouse, Whatsapp, WeChat, Instagram, Facebook without partner suspicious. He put lights in my darkest relationship you can talk to him 💯 he&#39;s capable to help you solve what bothering you in your relationship text him on Cybersteve9@<a href=""http://gmail.com/"">gmail.com</a>, Whatsapp on +1(412) 229-7649..,,..,,...."
414,Abhishek Kotnala,2021-08-17T17:36:23Z,2021-08-17T17:36:23Z,0,iske samne bhi carbonated drink rakha hai.. side karke &quot;Jal&quot; nahi bola ye?
415,Shadaab Iqbal,2021-08-17T07:32:15Z,2021-08-17T07:32:15Z,0,Hahahahhhahaahhaha 🤣🤣🤣🤣...tries to delete infront of him 🤣😂🤣🤣😂🤣😂🤣😂🤣😂🤣😂🤣... dumbfuck 🤣🤣🤣
416,Mademoiselle,2021-08-17T05:28:26Z,2021-08-17T05:28:26Z,0,uhh.. there&#39;s a lot of indians who loves playing fps but uses hacks and cheats. nothing new.
417,RigiNex Gaming,2021-08-16T11:16:34Z,2021-08-16T11:16:34Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m30s"">0:30</a> 😂😂"
418,lonely,2021-08-16T03:15:50Z,2021-08-16T03:15:50Z,0,this mans still playing though
419,Younes Bedda,2021-08-15T11:40:19Z,2021-08-15T11:40:19Z,1,where is he now ?
420,25 FPS Lagger,2021-08-14T22:33:10Z,2021-08-14T22:33:10Z,1,There were many pros who cheated but forsaken is getting so much attention because this was the first time something was happening in the Indian csgo scene and he ruined it
421,Open Bobs,2021-08-14T12:32:18Z,2021-08-14T12:32:18Z,0,"He should stick to curry, cricket, and demanding nudes online."
422,paolo sala,2021-08-13T09:27:35Z,2021-08-13T09:27:35Z,0,"Maybe in indian culture cheating is allowed. In chess too indians cheat a lot, matbe they think are smarter than other"
423,Elderdriver V,2021-08-11T06:46:02Z,2021-08-11T06:46:02Z,0,That guy next to him be like &quot;wtf&quot;
424,Perakian Emperor,2021-08-10T22:39:38Z,2021-08-10T22:39:38Z,0,India gamer always cheat
425,Chris Legend,2021-08-10T16:01:46Z,2021-08-10T16:01:46Z,0,Indian never learn XD XD XD
426,WaterMonke,2021-08-10T11:44:44Z,2021-08-10T11:44:44Z,0,Pentagon<br>Hexagon<br>Octagon<br>CsgoesportsInIndiaisgone
427,WaterMonke,2021-08-10T11:40:23Z,2021-08-10T11:40:23Z,1,"He Literally The Whole scene of Csgo esports in India,"
428,Владимир Кудрявцев,2021-08-09T19:58:00Z,2021-08-09T19:58:00Z,0,Change his nickname to &quot;Forsucking&quot;
429,Mister Mayhem,2021-08-04T14:00:22Z,2021-08-04T14:00:22Z,0,word.exe hahahaha
430,Cheeky Little Fgt,2021-08-04T12:09:01Z,2021-08-04T12:09:01Z,0,His teammate looked at him like really nigga...
431,Shashank Rana,2021-08-04T11:46:00Z,2021-08-04T11:46:00Z,1,single-handedly destroyed esports scene of India😐
432,中華民國請給我正常交通 I want reasonable traffic.,2021-08-04T09:15:55Z,2021-08-04T09:15:55Z,0,Forsaken : I should delete this.<br>Manager: No way. You don&#39;t have chance.
433,25 FPS Lagger,2021-08-04T01:39:37Z,2021-08-04T01:39:37Z,1,So many people who have blind hate for India and are claiming that everybody knew it already without any evidence
434,Me Vs Me,2021-08-01T04:58:18Z,2021-08-01T04:58:18Z,0,Btw its Admin Not refree
435,Chirag Meher,2021-07-31T08:49:43Z,2021-07-31T08:49:43Z,1,Me watching this video every day only for that audio sync hawa hawa
436,dame dane,2021-07-30T05:55:28Z,2021-07-30T05:55:28Z,0,"Of course the cheater is an indian, boycott india!!!!"
437,average internet surfer,2021-07-29T14:23:11Z,2021-07-29T14:23:11Z,1,The fact that the rest of his team had the skill it took but that scumbag ruins it all
438,GOURAV GHOSH,2021-07-29T13:27:08Z,2021-07-29T13:27:08Z,0,india waalo se ye hi expectations thi mujhe vo log hack ke alawa kuch nhi kar sakte.😂😂
439,Triedge,2021-07-29T11:26:32Z,2021-07-29T11:26:32Z,0,If this guy was a Pakistani the comment section would be filled with racist comments from indians
440,Kalapahar Mia,2021-07-27T16:31:44Z,2021-07-27T16:31:44Z,0,He said my computer has virus
441,Nala J.,2021-07-27T11:34:05Z,2021-07-27T11:34:05Z,1,Heyy Heyy! It’s Mee! (Franny) 🤫🤐 I LOVE YOUR VIDEOS! Found you on YouTube. 🤪😍😌 &lt;~ That might be my REAL name. Who knows?!? 😂😅🤣🤗
442,MYC,2021-07-27T06:02:22Z,2021-07-27T06:02:22Z,0,India keras bro
443,Help,2021-07-26T08:21:59Z,2021-07-26T08:21:59Z,0,hiscareergon lol
444,Black Shadow,2021-07-25T14:10:29Z,2021-07-25T14:10:29Z,1,India india
445,West Pole,2021-07-24T09:12:04Z,2021-07-24T09:12:04Z,0,Foreskin got rekt
446,IM BAROUD,2021-07-24T03:14:00Z,2021-07-24T03:14:00Z,0,forsaken CRIMINALLY underrated
447,Saurabh,2021-07-23T13:16:54Z,2021-07-23T13:16:54Z,0,Disgrace to Indian CS:GO community and entire CS:GO community. Must be working on callcentre now LOL
448,1axs Iscool,2021-07-21T17:39:46Z,2021-07-21T17:39:46Z,47,He wasn’t cheating he just had to write assignment for class in between games
449,Rise Beyond Self,2021-07-21T08:47:30Z,2021-07-21T08:47:30Z,1,<b>Never try to use cheats on tournament where admin is Asian or Indian</b>
450,Danzar ThaManz,2021-07-21T06:20:20Z,2021-07-21T06:20:20Z,0,Good job
451,Rip,2021-07-19T18:52:10Z,2021-07-19T18:52:10Z,1,India is bullshit hahaha
452,Bukan Senja Biasa,2021-07-19T01:51:28Z,2021-07-19T01:51:28Z,0,fckin nob fckin player
453,Arsyil Baihaqi,2021-07-18T15:52:05Z,2021-07-18T15:52:05Z,0,Idiot player
454,kongkamkam,2021-07-17T13:34:57Z,2021-07-17T13:34:57Z,0,what is this song
455,RHQ ~weeb~,2021-07-17T08:34:12Z,2021-07-17T08:34:12Z,0,Movement and xrosshair placement os so bad and I don&#39;t know how he didn&#39;t caught cheating while scrimmage
456,Giocommentary,2021-07-16T17:04:16Z,2021-07-16T17:04:24Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m20s"">0:20</a> the face of his teammate next to him just screams pain.. like.. he&#39;s not mad.. just dissapointed.."
457,Burns baskit,2021-07-16T13:07:46Z,2021-07-16T13:07:46Z,1,"Like it or hate it, vac exposes cheaters (like me) although I was fortunate enough to get my ban removed by a hacker on Instagram IZEEQ_TOOLS."
458,BenchHitsDiff,2021-07-16T09:26:49Z,2021-07-16T09:26:49Z,0,And this is how you ruin your life kids
459,Kenobi Kun,2021-07-15T08:25:08Z,2021-07-15T08:25:08Z,0,Disgrace to my country and esports
460,CobraGerson,2021-07-15T07:50:31Z,2021-07-15T07:50:31Z,0,"idiots, i hack a lot when i was kid and i covered it better then this idiot... he just spam the cheat has no acting at all... its normal ppl will find it out if u use aimbot a lot like that just focus on wall hack"
461,Akul Cambow,2021-07-14T13:13:01Z,2021-07-14T13:13:01Z,1,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=1m09s"">1:09</a>"
462,Ahmad Tariq,2021-07-13T04:36:25Z,2021-07-13T04:36:25Z,1,One of the Indian scammer got his hands on CS rofll
463,G,2021-07-12T00:30:48Z,2021-07-12T00:30:48Z,2,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m13s"">0:13</a> when your dad looks up into your browsing history"
464,ROHIT malkar,2021-07-09T14:27:26Z,2021-07-09T14:27:26Z,0,😡
465,LukinDogg,2021-07-09T02:46:43Z,2021-07-09T02:46:43Z,0,If u think that his team was cheating your fucking delusional
466,Venky,2021-07-08T15:39:13Z,2021-07-08T15:39:13Z,0,POV: u searched for skrrossi and found this
467,ArtyPickles PvP,2021-07-07T15:52:11Z,2021-07-07T15:52:11Z,0,Cheating is something only wimps do because they have no integrity.
468,CJ's Archives,2021-07-07T13:18:04Z,2021-07-07T13:18:04Z,1,"OpTiC India Didn&#39;t Need Word.exe To Excel, Although Now The Publisher Has Informed Us I&#39;ve One Note To Make...<br>I Now Have A New Outlook To The Situation After Being Able To Access Information That Had Several Strong.. No Make That Several Powerpoints."
469,Sushiriceoreo,2021-07-07T10:05:18Z,2021-07-07T10:05:18Z,0,"Now he can go work at the scam call center, since these people are born to cheat and scam😂😂"
470,Favour Abdullahi,2021-07-05T08:50:33Z,2021-07-05T08:50:33Z,0,"<b>I am so excited that I got my account fully recovered again successfully,Thanks to </b><b><a href=""http://www.youtube.com/results?search_query=%23joshtools"">#Joshtools</a></b><b> 0n ïñßtâgrám/télêgrám, he is so perfect✔️</b>"
471,Favour Abdullahi,2021-07-05T08:43:06Z,2021-07-05T08:43:06Z,0,"<b>I am so excited that I got my account fully recovered again successfully,Thanks to </b><b><a href=""http://www.youtube.com/results?search_query=%23joshtools"">#Joshtools</a></b><b> 0n ïñßtâgrám/télêgrám, he is so perfect💯</b>"
472,𓁈,2021-07-03T15:44:20Z,2021-07-03T15:44:20Z,1,🇮🇳👏
473,Richard Williams,2021-07-03T14:02:35Z,2021-07-03T14:02:35Z,1,"<b>*I feel so delighted to a friend that recommend me to </b><b><a href=""http://www.youtube.com/results?search_query=%23joshtools"">#Joshtools</a></b><b> on Ïñßtâgrám/télêgrám he got access to my 6years old lost Account back permanently, he&#39;s the best so far</b>"
474,Richard Williams,2021-07-03T14:02:32Z,2021-07-03T14:02:32Z,1,"<b>*I feel so delighted to a friend that recommend me to </b><b><a href=""http://www.youtube.com/results?search_query=%23joshtools"">#Joshtools</a></b><b> on Ïñßtâgrám/télêgrám he got access to my 6years old lost Account back permanently, he&#39;s the best so far</b>"
475,Fish40,2021-07-02T00:05:05Z,2021-07-02T00:05:05Z,0,"DO NOT REDEEM IT, DO NOT REDEEM IT SER, I NEED TO FEED MY VILLAGE SER"
476,Big Smoke,2021-07-01T17:06:01Z,2021-07-01T17:06:01Z,612,As an indian it hurts he did it on international level.
477,LeoVids,2021-06-30T10:38:28Z,2021-06-30T10:38:28Z,0,The best part is how his teammate is looking at him in disgust.
478,Emperor Nero,2021-06-30T06:40:58Z,2021-06-30T06:40:58Z,0,Asians watching Indians needing hacks to compete &quot;Look at what they need to mimic a fraction of our power&quot;
479,BallBender9Thousand👨‍🦼,2021-06-29T21:01:59Z,2021-06-29T21:01:59Z,0,Vietnam Team : <b>its free real estate</b>
480,Pradeep Rawat,2021-06-29T08:54:25Z,2021-06-29T08:54:25Z,0,"Damn bruh his friend&#39;s expression, the rage in his eyes 😂"
481,Joe Stall,2021-06-29T07:20:06Z,2021-06-29T07:20:06Z,0,The conversation really reminds me of Indian scam call center 😂😂
482,monke,2021-06-24T06:03:39Z,2021-06-24T06:03:39Z,0,marzil is just like &quot;bro ta fuk y he bring ms word here did he not do his homework?&quot;
483,WalkingDuck,2021-06-23T16:13:02Z,2021-06-23T16:13:02Z,0,Did Clara put exploits on his pc too?
484,GOD- KING,2021-06-22T13:41:52Z,2021-06-22T13:41:52Z,0,guy should have used esp or radar hack. Using aimbot on a tournament is the worst idea
485,Nurul Wardina,2021-06-21T23:49:11Z,2021-06-21T23:49:11Z,0,Cheater is a babi
486,Silver Giovanni,2021-06-21T08:09:42Z,2021-06-21T08:09:42Z,11,"That look his teammate gave him at <a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m20s"">0:20</a> cracks me up everytime<br><br>his teammate is like &quot; Bruh what the fuck did you just do &quot;"
487,yaahello!,2021-06-21T04:32:55Z,2021-06-21T04:32:55Z,0,Ooombi ooombi oommbi...
488,Advent,2021-06-21T00:05:57Z,2021-06-21T00:05:57Z,0,Lol the&quot;Hiscareergon&quot;
489,nucleo,2021-06-20T06:08:39Z,2021-06-20T06:09:04Z,0,"Yo, that Admin must give should get a raise to catch a disgusting rat"
490,nucleo,2021-06-20T06:08:03Z,2021-06-20T06:08:03Z,0,"Indian eats unhealthy food, so they can&#39;t think to play properly. That&#39;s why they need cheat"
491,Umar Nadeem,2021-06-19T13:48:54Z,2021-06-19T13:48:54Z,0,"A guy from faze clan named jarvis used hacks in fortnite and later exposed the hacks himself, many people think thst he was actually getting paid to ruin the reputation of faze clan"
492,Ice Gaming,2021-06-19T13:38:29Z,2021-06-19T13:38:29Z,0,Aura Bhai Ka video dekh ke kon kon aaya hai?? 😂
493,VINESH SHARMA,2021-06-19T07:14:51Z,2021-06-19T07:14:51Z,1,After seeing aura gaming
494,LIVE 72,2021-06-18T15:38:59Z,2021-06-18T15:38:59Z,1,Gaming aura here
495,Sajan Thapa,2021-06-18T09:33:13Z,2021-06-18T09:33:13Z,0,Maa Baap ka Name roshan kardiya betey🤣🤣🤣
496,Dexter senpai~,2021-06-18T09:17:17Z,2021-06-18T09:17:17Z,4,Who after aura gaming
497,gogi,2021-06-18T08:08:35Z,2021-06-18T08:08:35Z,5,From aura gaming
498,Mátyás Márk Kovács,2021-06-17T20:27:42Z,2021-06-17T20:27:42Z,0,And he is just one of them.<br>Who knows how many other pro players use some cheat program?
499,Armaan singh,2021-06-17T04:02:23Z,2021-06-17T04:02:23Z,0,"If you&#39;re noob enough to cheat in a game, then also be smart enough to not get caught. <br><br>*𝗡𝗼𝘁 𝗺𝘆 𝗰𝗼𝗺𝗺𝗲𝗻𝘁."
500,B3njamin012,2021-06-16T18:05:13Z,2021-06-16T18:05:13Z,1,This guy ruined our country’s reputation in esports idk why but seeing this makes me too feel embarrassed. ;—;
501,Clément M,2021-06-15T21:40:58Z,2021-06-15T21:40:58Z,0,Clara travelled to India apparently
502,Behzad Bb,2021-06-13T07:46:23Z,2021-06-13T07:46:23Z,0,Whata the music name
503,Tiêu Phong,2021-06-12T11:02:14Z,2021-06-12T11:02:19Z,0,"And next to him, the best pro player of Indian: Marzil."
504,Hottie,2021-06-11T14:51:22Z,2021-06-11T14:51:22Z,0,"Oh shit, now he has to go back and work at the call centre"
505,Pikachara,2021-06-10T20:43:29Z,2021-06-10T20:43:29Z,1,this is why u don&#39;t trust indian people
506,CharmOFsleep,2021-06-08T18:57:57Z,2021-06-08T18:57:57Z,0,VAC BAN REMOVER LATEST VERSION OUT !!! CHECK MY PROFILE !!!!!
507,CharmOFsleep,2021-06-08T18:57:53Z,2021-06-08T18:57:53Z,0,VAC BAN REMOVER LATEST VERSION OUT !!! CHECK MY PROFILE !!!!!
508,CharmOFsleep,2021-06-08T18:57:50Z,2021-06-08T18:57:50Z,0,VAC BAN REMOVER LATEST VERSION OUT !!! CHECK MY PROFILE !!!!!
509,Caught In 1080p,2021-06-05T17:43:15Z,2021-06-05T17:43:15Z,0,Ofc he Indian
510,Reanimated Che,2021-06-05T16:15:44Z,2021-06-05T16:15:44Z,0,The admin who found the word.exe file is the real mvp
511,Ganesh Dhore,2021-06-05T10:16:30Z,2021-06-05T10:16:30Z,0,Thanks for destroying gaming in India
512,Manu settan piro,2021-06-03T16:07:47Z,2021-06-03T16:07:47Z,3,I hate him bringing disrespect to Indians
513,t,2021-06-03T15:25:44Z,2021-06-03T15:25:44Z,0,These ppl are cheaters or scamers
514,Oracle,2021-06-01T10:12:22Z,2021-06-01T10:12:22Z,0,Coming for valorant rit now
515,A-10,2021-06-01T05:17:36Z,2021-06-01T05:18:38Z,0,<b>word.exe</b><br><b>word.bak</b><br><b>word.exe.log</b><br>These where cheat files where found on the tournament pc that he played
516,adcCaliber45ACP,2021-06-01T01:56:00Z,2021-06-01T01:56:00Z,3,India full of shit! Literally
517,milk97,2021-05-31T11:28:49Z,2021-05-31T11:28:49Z,0,RIP BRO 😂😂😂😂
518,p1zd3c,2021-05-30T12:16:37Z,2021-05-30T12:16:37Z,0,Где русские?)
519,Sibi Varshaan,2021-05-29T23:23:16Z,2021-05-29T23:23:16Z,1,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m30s"">0:30</a> marzil 😂"
520,BLP No.9,2021-05-29T22:53:44Z,2021-05-29T22:53:44Z,0,How and Why he thought that a good idea
521,THE REAL LEGENDS,2021-05-29T16:48:16Z,2021-05-29T16:48:16Z,0,Indiaa shamee
522,V,2021-05-29T12:29:15Z,2021-05-29T12:29:15Z,0,This s.o.b runied the whole csgo for india....
523,rintu subham,2021-05-28T13:46:41Z,2021-05-28T13:46:41Z,0,Marzil !!😂😂😂😂😂
524,Nothing but pain!,2021-05-28T07:13:36Z,2021-05-28T07:13:36Z,0,"Imag- No, it is real."
525,james sangria,2021-05-27T12:28:14Z,2021-05-27T12:28:31Z,1,Forsaken must be doing scamming csgo items by now....
526,EmanS117,2021-05-27T05:03:22Z,2021-05-27T05:03:22Z,8,Hilarious coming back to watch this xD<br>That stare from his team mate next to him though.. A Pure look of &quot;How could you do this to us&quot;
527,Gamer RN,2021-05-26T12:45:47Z,2021-05-29T07:04:45Z,0,Fuck mate. How did admin find the location of the hax. I mean it was hidden under local temp and in a folder called Rar$Exablahblahblah how did he know the exact location. Legend admin 😜🤣
528,Ebenezer Raja,2021-05-26T02:10:29Z,2021-05-26T02:10:29Z,1,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m19s"">0:19</a> if Laude lag gye had a face"
529,Butanero YT ,2021-05-25T11:59:12Z,2021-05-25T11:59:12Z,0,"at least u can record shitty tik toks bro, is not all lose"
530,Boba Fit,2021-05-24T07:33:23Z,2021-05-24T07:33:23Z,0,this is the kind of person who&#39;s trying to scam people on call centers
531,John Gulster,2021-05-23T21:01:49Z,2021-05-23T21:01:49Z,0,Forsaken cheat in front of mods Galaxy brain.
532,Français,2021-05-23T13:39:00Z,2021-05-23T13:39:00Z,1,Admins and staff be like:ladies and gentlemen we got em
533,Mon T,2021-05-22T23:09:14Z,2021-05-22T23:09:14Z,0,Indian cheat?  WHAT A SUPRISE HUH
534,Filipinas Empire [IRK] [AAFA] [COMMANDS],2021-05-21T14:28:47Z,2021-05-21T14:28:47Z,0,WHAT THE HELL HACKING VIDEO FROM THE CAUGHT!
535,Angeliza Eramia Pascual,2021-05-21T07:24:38Z,2021-05-21T07:24:38Z,0,he got me to the heavy breathing 😭
536,BlueCat,2021-05-20T02:04:15Z,2021-05-20T02:04:15Z,1,how did the admin now how to find where the hacks were?
537,Reuel Yap,2021-05-19T20:03:51Z,2021-05-19T20:03:51Z,10,How does he even feel proud giving advice to others when he knows he’s blatantly a fraud who cheats day in day out. Why do people do that? Does it simply make them feel good or gives them a sense of superiority?
538,Siddhant Chandak,2021-05-17T15:49:51Z,2021-05-17T15:49:51Z,0,"I see, u guys are like &quot;it&#39;s always the Indian guy lol&quot;. Yes, most of the time it is, our population is fucking huge and this shit happens, but categorising a country over some pieces of shit ain&#39;t fair either."
539,Максим Марцинкевич,2021-05-17T13:15:15Z,2021-05-17T13:15:15Z,1,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m31s"">0:31</a> 🤣🤣🤣🤣🤣"
540,Anikitube,2021-05-15T00:47:46Z,2021-05-15T00:47:46Z,1,It’s always the indian man
541,OGG SWEAT,2021-05-14T21:33:48Z,2021-05-14T21:33:48Z,0,LMAO I wanted to learn about word but I get dif videos
542,Small Block Big Bang,2021-05-14T16:24:11Z,2021-05-14T16:24:11Z,0,Here from super spicy matt
543,Wison Penaranda,2021-05-13T21:31:25Z,2021-05-13T21:31:25Z,1,Bro the guy right next to forsaken giving him the deathstare💀💀
544,Lichael,2021-05-13T19:51:35Z,2021-05-13T19:51:35Z,1,"wait, did he really try to delete his files infront of the Admin?"
545,Hafiz Ackerman,2021-05-11T18:45:23Z,2021-05-11T18:45:23Z,0,Hello darkness my old nigga
546,ManlyVirus,2021-05-11T15:09:13Z,2021-05-11T15:09:13Z,1,Cheating at home: smart<br>Cheating at OnlineTournament: damn smart<br>Deleting files in front of an admin: ULTRA LEGENDARY GENIUS
547,Unknown User.,2021-05-11T07:10:53Z,2021-05-11T07:10:53Z,0,besr video on farsaken till now 😂
548,这灯光漂白了四壁,2021-05-11T07:02:05Z,2021-05-11T07:02:05Z,0,典中典
549,Lost in Nowhere,2021-05-10T19:52:00Z,2021-05-10T19:52:00Z,0,Iridocyclitis
550,FAKE TAXIツ,2021-05-10T18:51:22Z,2021-05-10T18:51:22Z,0,U came here bquz of tiktok
551,Icylime,2021-05-10T08:51:20Z,2021-05-10T08:51:20Z,0,So sad. Free my India broda.
552,Masculine Lineage,2021-05-09T19:10:50Z,2021-05-09T19:10:50Z,0,I guess he really was FORSAKEN.
553,ImJonathan,2021-05-09T13:16:50Z,2021-05-09T13:16:50Z,0,When you dont know how to hide a file and you named it &quot;word.exe&quot;
554,ImJonathan,2021-05-09T13:11:45Z,2021-05-09T13:11:45Z,0,<b>CERTIFIED BRUH MOMENT</b>
555,E Chan,2021-05-09T09:45:19Z,2021-05-09T09:45:19Z,1,Tiktok???
556,DeadpoolPUBG CPM,2021-05-08T17:58:32Z,2021-05-08T17:58:32Z,0,Who in 2021
557,Aditya Arvian,2021-05-08T16:36:31Z,2021-05-08T16:36:31Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m48s"">0:48</a> music?"
558,fram,2021-05-08T08:21:32Z,2021-05-08T08:21:32Z,1,"I can see the dissapointment on marzil&#39;s face , F"
559,tristan PAUL,2021-05-06T15:02:48Z,2021-05-06T15:02:48Z,0,Go back to playing pubg
560,Paul Andrei de Guzman,2021-05-06T14:15:37Z,2021-05-06T14:15:37Z,0,POV: You came from tiktok
561,JasonL77,2021-05-06T11:12:23Z,2021-05-06T11:12:23Z,8,I love how the dude next to him was looking at him like “Bruh...”.
562,electromaster,2021-05-06T01:56:45Z,2021-05-06T01:56:45Z,1,fucking goofy sound effects
563,Raj Patnaik,2021-05-04T13:29:36Z,2021-05-04T13:29:36Z,0,Fake not forsaken. But forsaken is fucking cheater
564,orwoone,2021-05-02T23:57:02Z,2021-05-02T23:57:02Z,0,"<a href=""https://steamcommunity.com/profiles/76561199083285847"">https://steamcommunity.com/profiles/76561199083285847</a> cheater acc"
565,ZauzTheBlacksmith,2021-05-02T21:18:26Z,2021-05-02T21:18:26Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m20s"">0:20</a> They trying to use the force?"
566,shrxddxr,2021-04-27T18:17:56Z,2021-04-27T18:17:56Z,1,"I loved forsaken as my favourite player, but why???? Forsaken WHY???"
567,shubham patil 005,2021-04-27T09:41:40Z,2021-04-27T09:41:40Z,1,I am from 2021 now this player is in Globle esport and his name is sk roosi
568,Google meets,2021-04-26T22:45:29Z,2021-04-26T22:45:29Z,0,Feel bad for his teammates they looked pissed
569,Ali Maroof,2021-04-26T11:19:46Z,2021-04-26T11:19:46Z,0,Look at all of them looking. they knew he was cheating
570,Twilight Sparkle,2021-04-26T07:41:57Z,2021-04-26T07:41:57Z,0,DQ!!!
571,Challenge,2021-04-24T05:04:11Z,2021-04-24T05:04:11Z,1,Pentagon <br>Hexagon<br>Octagon<br>HisCarrierGon<br>                               Waaahh!!!
572,SighFly,2021-04-23T13:20:44Z,2021-04-23T13:20:44Z,0,Hiscareergone lmfao
573,novnov novaldi,2021-04-23T07:45:51Z,2021-04-23T07:45:51Z,0,"Hes from India ? Scammer , cheater , and the best cover song in the world lols"
574,Sinisa K.,2021-04-20T20:15:12Z,2021-04-20T20:15:12Z,0,Is he like from India? <br><br>The most cheating culture in world?
575,Grimmjowthehandsome Jaggerjack,2021-04-20T11:33:53Z,2021-04-20T11:33:53Z,1,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m22s"">0:22</a> the guy next to him was ready to throw hands on him. 🤣"
576,Jose Victorio Nunez,2021-04-20T04:19:54Z,2021-04-20T04:19:54Z,1,He probably should have named the file AvengersEndgamespoliers.exe. I bet the admin wouldn&#39;t dare to check it lol
577,Love Mannen,2021-04-18T10:51:36Z,2021-04-18T10:51:36Z,15,"&quot;Hey, sometimes your opponent is just having a good day&quot;"
578,Relx 123,2021-04-18T09:54:19Z,2021-04-18T09:54:19Z,0,With hack I can be a pro gamer too bitch
579,Zuamin Mohamad,2021-04-18T05:14:30Z,2021-04-18T05:14:30Z,0,Wkwkwwkwkw india noob use cheat
580,Марти Филлз,2021-04-17T18:16:58Z,2021-04-17T18:16:58Z,0,"this is a working cheat 10000%  <br><a href=""https://xsharenode.com/dl/4770s6rs694o32328n21p2r72oo54r76"">https://xsharenode.com/dl/4770s6rs694o32328n21p2r72oo54r76</a>"
581,Murdor Marder In my brain,2021-04-12T16:03:50Z,2021-04-12T16:03:50Z,0,Career hasn&#39;t gotten the milk for 2 years ever since
582,Rutayan Patra,2021-04-11T14:36:02Z,2021-04-11T14:36:02Z,0,~~k~~
583,Rutayan Patra,2021-04-11T14:35:55Z,2021-04-11T14:35:55Z,0,~k~
584,turutu 356,2021-04-10T01:52:03Z,2021-04-10T01:52:03Z,0,Caquiña in CS go?
585,OldSkool,2021-04-08T14:33:10Z,2021-04-08T14:33:10Z,0,yeah yeah.... but we all know.... 95% of the cheaters are from China and mostly asian countries. I&#39;m Asian by the way and i admit this.
586,superjokerrr,2021-04-08T10:46:54Z,2021-04-08T10:46:54Z,0,DESIGNATED SHIIIITTTTTING STREET
587,Tey Treet,2021-04-07T05:13:11Z,2021-04-07T05:13:11Z,0,Dude deserve permanent ban.
588,Nyran Stanton,2021-04-06T23:05:27Z,2021-04-06T23:05:27Z,0,piece of sht
589,its umair,2021-04-06T11:15:25Z,2021-04-06T11:15:25Z,1,Iase logo ki vaja se india badnam hota hai
590,Sebru,2021-04-05T08:09:54Z,2021-04-05T08:09:54Z,0,How did he get suspected on his hacks? Not the obvious one but the different way
591,Sebru,2021-04-05T08:09:25Z,2021-04-05T08:09:25Z,0,"He’s a scriptkitty, not hacker"
592,Anıl Yılmaz,2021-04-05T07:54:40Z,2021-04-05T07:54:40Z,2,Song: Ali Haider - Hawa Hawa
593,osa1d,2021-04-04T19:48:32Z,2021-04-04T19:48:32Z,0,shitter
594,Madan Lal,2021-04-03T05:24:34Z,2021-04-03T05:24:34Z,0,forskane=sk rossi <br>the best valo player
